"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","MaleProp","RightProp","ScannerField","FSVersion","yi","vi","df"
"Hartford_Olin",109,58,52,106,3,12,19,16,1018607,1736154,1375669,"ADHDs/Hartford_Olin/ASY_DescriptiveInfo.Rdata",0.527272727,0.972477064,NA,NA,0.711434615951019,0.0114960514347402,108
"IMpACT_NL",141,59,82,121,15,19,63,32,1261830,1913790,1577095,"ADHDs/IMpACT_NL/ASY_DescriptiveInfo.Rdata",0.418439716,0.889705882,NA,5.3,0.475745240593155,0.00830721467890686,133
"MGH_ADHD",69,29,40,63,6,18,59,31,1116080,1811500,1451765,"ADHDs/MGH_ADHD/ASY_DescriptiveInfo.Rdata",0.420289855,0.913043478,NA,5.1,0.541383905288146,0.0176392040992696,64
"MTA",41,31,10,36,3,21,27,24,974013,1820500,1491000,"ADHDs/MTA/ASY_DescriptiveInfo.Rdata",0.756097561,0.923076923,NA,5.3,0.525366108505614,0.0284501193495792,39
"NeuroImage_ADAM",78,54,24,67,11,12,23,16,1312270,1963260,1606255,"ADHDs/NeuroImage_ADAM/ASY_DescriptiveInfo.Rdata",0.692307692,0.858974359,NA,5.3,0.686987615443004,0.0162628419985004,75
"NeuroImage_NIJM",39,23,16,34,5,10,23,18,1298620,1965620,1632120,"ADHDs/NeuroImage_NIJM/ASY_DescriptiveInfo.Rdata",0.58974359,0.871794872,NA,5.3,0.291986507717304,0.0267340528293455,38
"NICAP",81,47,34,69,11,9,11,10,1326550,1877490,1595970,"ADHDs/NICAP/ASY_DescriptiveInfo.Rdata",0.580246914,0.8625,NA,5.3,0.91696394084421,0.0186896241368983,75
"NICHE",80,67,13,69,11,7,16,10,1272060,1862389,1563165,"ADHDs/NICHE/ASY_DescriptiveInfo.Rdata",0.8375,0.8625,NA,5.1,0.472712083565141,0.0144380306100552,76
"NIH",304,205,99,NA,NA,4,18,10,1146550,1829489,1460903,"ADHDs/NIH/ASY_DescriptiveInfo.Rdata",0.674342105,NA,NA,5.1,0.425940244232468,0.00526914273347057,206
"NYU ADHD",40,22,18,35,NA,20,49,31,934852,1762720,1497460,"ADHDs/NYU ADHD/ASY_DescriptiveInfo.Rdata",0.55,1,NA,5.3,0.685956693274074,0.0316735459621475,38
"OHSU",112,60,52,NA,NA,7,13,10,966984,1890000,1450000,"ADHDs/OHSU/ASY_DescriptiveInfo.Rdata",0.535714286,NA,NA,NA,0.600323850854337,0.0107290396632026,109
"UAB-ADHD",95,64,31,15,2,6,50,27,1004270,1972030,1448310,"ADHDs/UAB-ADHD/ASY_DescriptiveInfo.Rdata",0.673684211,0.882352941,NA,5.3,0.621286239812015,0.0129673727814117,91
"UCHZ",39,21,18,38,1,9,53,15,1059950,1864990,1483240,"ADHDs/UCHZ/ASY_DescriptiveInfo.Rdata",0.538461538,0.974358974,NA,NA,0.613713960149968,0.0312716424326705,37
"HUBIN_KASP",77,43,34,70,4,20,68.97,44.85,1321762,1992782,1560192,"Aldo/HUBIN_KASP/ASY_DescriptiveInfo.Rdata",0.558441558,0.945945946,NA,NA,0.678779962164689,0.0164049482469086,74
"TOP15T",303,159,144,279,22,18.28,73.4,33.97,1199482,2065684,1613283,"Aldo/TOP15T/ASY_DescriptiveInfo.Rdata",0.524752475,0.926910299,1.5,NA,0.284713265626871,0.00345691302927561,300
"TOP3T_0",380,204,176,277,42,12.5,78,31.1,1080887,2023835,1546874,"Aldo/TOP3T_0/ASY_DescriptiveInfo.Rdata",0.536842105,0.868338558,3,NA,0.599899941219348,0.00312981424333551,376
"TOP3T_GE750",386,178,208,275,23,12.01,88,42,1190360,1981293,1545960,"Aldo/TOP3T_GE750/ASY_DescriptiveInfo.Rdata",0.461139896,0.922818792,3,NA,0.928080198121452,0.0037256938205015,383
"Anna",165,92,73,160,5,8,17,15,1211620,1999940,1549165,"Anna/ASY_DescriptiveInfo.Rdata",0.557575758,0.96969697,NA,NA,0.782496185178465,0.00821478075414733,158
"AnneU",30,16,14,28,2,19,40,26.5,1070000,1790000,1425000,"AnneU/ASY_DescriptiveInfo.Rdata",0.533333333,0.933333333,NA,NA,0.540738635803252,0.0382066378708394,29
"BIG",2326,973,1353,1995,103,17.39,82.66,22.47,1076480,2086070,1610760,"BIG/ASY_DescriptiveInfo.Rdata",0.418314703,0.950905624,NA,NA,0.600515857524295,0.00050897354358304,2318
"BILGIN",453,221,232,248,205,18.08,57.18,24.03,1111532,1835334,1396760,"BILGIN/ASY_DescriptiveInfo.Rdata",0.48785872,0.547461369,3,5.3,0.600752006382176,0.00262906789885547,448
"CAMH_ASD",146,77,69,139,6,18,86,40,1123430,1833770,1471570,"CAMH_ASD/ASY_DescriptiveInfo.Rdata",0.52739726,0.95862069,NA,NA,0.538366671709044,0.00806281222960237,141
"Christoph",85,44,41,NA,NA,21,75,35,1240000,1930000,1570000,"Christoph/ASY_DescriptiveInfo.Rdata",0.517647059,NA,NA,NA,0.301439997524268,0.0127491833665087,81
"ClarissaBr",398,149,249,110,5,18,55,32,811432,1900000,1330000,"ClarissaBr/ASY_DescriptiveInfo.Rdata",0.374371859,0.956521739,NA,NA,0.579862169967328,0.00295726599513825,394
"Colm_UCSF",88,46,42,NA,NA,13,17,15,1230000,1810000,1560000,"Colm_UCSF/ASY_DescriptiveInfo.Rdata",0.522727273,NA,NA,NA,0.535044859978961,0.0132922848964529,85
"ClinG_sample",323,132,191,307,15,18,58,24,1062340,2081450,1581790,"Egle/ClinG_sample/ASY_DescriptiveInfo.Rdata",0.408668731,0.953416149,NA,NA,0.58002177762856,0.00366210856194889,318
"HMS_sample",55,21,34,44,7,19,64,41,1155270,1921180,1525650,"Egle/HMS_sample/ASY_DescriptiveInfo.Rdata",0.381818182,0.862745098,NA,NA,0.419422001282706,0.0201473593996295,53
"EstherCOBRE",70,50,20,69,1,18,65,34.5,1070000,1920000,1505000,"EstherCOBRE/ASY_DescriptiveInfo.Rdata",0.714285714,0.985714286,NA,NA,0.558722168311582,0.0177859266258677,64
"EstherMCIC",164,102,62,150,5,18,60,27,1290000,1990000,1615000,"EstherMCIC/ASY_DescriptiveInfo.Rdata",0.62195122,0.967741935,NA,NA,0.535290404710935,0.00714542442929874,159
"FIDMAG",117,55,62,117,0,21,63,41,1211550,1850590,1509640,"FIDMAG/ASY_DescriptiveInfo.Rdata",0.47008547,1,NA,NA,0.561836902457955,0.0100680900215806,114
"GEB",674,305,374,616,26,16.92,24.08,20.33,861850,1597510,1129565,"GEB/ASY_DescriptiveInfo.Rdata",0.449189985,0.959501558,3,5.3,0.465431765425364,0.00164682520673623,672
"GloriaBPSydney",100,47,53,91,8,14,30,22,995969,1784914,1360040,"GloriaBPSydney/ASY_DescriptiveInfo.Rdata",0.47,0.919191919,NA,NA,0.474859804629938,0.0113545501737407,97
"JPCapeTown",26,10,16,26,0,19,56,29,1333950,1885170,1577910,"JPCapeTown/ASY_DescriptiveInfo.Rdata",0.384615385,1,NA,NA,0.433190098151284,0.04207026271416,25
"Malt",44,18,26,43,1,20,50,27.5,970748,1648073,1307202,"Malt/ASY_DescriptiveInfo.Rdata",0.409090909,0.977272727,NA,NA,0.248456303898363,0.0234287560789413,43
"MatthewSacchet",59,23,36,49,9,18.85,60.53,35.73,1060000,1710000,1430000,"MatthewSacchet/ASY_DescriptiveInfo.Rdata",0.389830508,0.844827586,NA,NA,0.880396992266312,0.0247776684284961,55
"MDD_Ilya",74,31,43,NA,NA,20,64,40.5,1300000,1930000,1570000,"MDD_Ilya/ASY_DescriptiveInfo.Rdata",0.418918919,NA,NA,NA,0.632034964805351,0.0166629735884479,71
"MichelleLBC",636,336,300,593,38,71.04,74.22,72.69,1059294,1812082,1433641,"MichelleLBC/ASY_DescriptiveInfo.Rdata",0.528301887,0.93977813,NA,NA,0.4564093955372,0.0017526266161386,629
"ASY_results_FOR2107",425,160,265,403,22,18,65,27,1150870,1948960,1544530,"Muenster/ASY_results_FOR2107/ASY_DescriptiveInfo.Rdata",0.376470588,0.948235294,NA,NA,0.540513069067171,0.00273526775397663,418
"ASY_results_MuensterCohort",739,323,416,725,14,17,65,32,930805,2015100,1432380,"Muenster/ASY_results_MuensterCohort/ASY_DescriptiveInfo.Rdata",0.437077131,0.98105548,NA,NA,-0.0468789709922421,0.00138656346116433,721
"NESDA",65,23,42,NA,NA,21,56,40,992501,1906610,1499970,"NESDA/ASY_DescriptiveInfo.Rdata",0.353846154,NA,NA,NA,0.179622449240584,0.015632801725163,64
"NeuroIMAGE",388,180,208,NA,NA,7.72,28.59,16.53,1259250,2025730,1579145,"NeuroIMAGE/ASY_DescriptiveInfo.Rdata",0.463917526,NA,NA,NA,0.510738746488842,0.00294382039995442,383
"NicolaMAS",532,242,290,497,16,70.3,90.06,78.08,912609,1884820,1376990,"NicolaMAS/ASY_DescriptiveInfo.Rdata",0.454887218,0.968810916,NA,NA,0.288732111544861,0.00198794487808889,523
"NicolaOATS",413,143,270,369,23,65,89,69,1052340,1882020,1425270,"NicolaOATS/ASY_DescriptiveInfo.Rdata",0.346246973,0.941326531,NA,NA,0.511979023404914,0.00277902029533986,406
"NORM_Moscow",54,54,0,NA,NA,16.07,27.62,22.94,1149026,1872418,1533725,"NORM_Moscow/ASY_DescriptiveInfo_nosex.Rdata",1,NA,NA,NA,0.662016757437524,0.0230025111993216,52
"NUIG",83,48,35,69,5,18,58,36,1270000,1960000,1570000,"NUIG/ASY_DescriptiveInfo.Rdata",0.578313253,0.932432432,NA,NA,0.235522670706882,0.0116788120932779,87
"01_Cheng_1.5T",38,11,27,NA,NA,18,49,30.5,1123950,1641540,1367960,"OCD/01_Cheng_1.5T/ASY_DescriptiveInfo.Rdata",0.289473684,NA,1.5,NA,0.529801090154872,0.0325812742161327,34
"01_Cheng_3T",93,27,66,NA,NA,22,39,25,933842,1753880,1307235,"OCD/01_Cheng_3T/ASY_DescriptiveInfo.Rdata",0.290322581,NA,3,NA,0.661825356435138,0.0141744930373285,85
"02_Heuvel_1.5T",49,19,30,44,5,21,53,29,1162690,1843920,1478330,"OCD/02_Heuvel_1.5T/ASY_DescriptiveInfo.Rdata",0.387755102,0.897959184,1.5,NA,0.844308930068332,0.0301428618821459,44
"02_Heuvel_3T",36,17,19,29,5,21.51,64.02,39.55,1271150,1780840,1567660,"OCD/02_Heuvel_3T/ASY_DescriptiveInfo.Rdata",0.472222222,0.852941176,3,NA,0.883032231717802,0.0421173624583716,32
"03_Huyser",23,9,14,21,2,8.67,16.83,14.42,1210000,1600000,1400000,"OCD/03_Huyser/ASY_DescriptiveInfo.Rdata",0.391304348,0.913043478,3,NA,0.264196271173637,0.0449956449935229,22
"04_Mataix_Cols",33,21,12,17,2,21,63,32,1200000,1970000,1450000,"OCD/04_Mataix_Cols/ASY_DescriptiveInfo.Rdata",0.636363636,0.894736842,1.5,NA,0.38588888893566,0.0358151705767333,29
"OXUK",35,16,19,31,4,13.7,18.88,16.27,1370000,1960000,1640000,"OXUK/ASY_DescriptiveInfo.Rdata",0.457142857,0.885714286,NA,NA,0.605762926879061,0.0348080694644278,33
"GRADUAL",449,207,242,NA,NA,17,27,20,897723,1833040,1432528,"QiuOld/GRADUAL/ASY_DescriptiveInfo.Rdata",0.461024499,NA,3,5.3,0.42399813769869,0.00246580816829407,441
"OLDERS",193,58,135,NA,NA,30,80,60,1052606,1787736,1393392,"QiuOld/OLDERS/ASY_DescriptiveInfo.Rdata",0.300518135,NA,3,5.3,0.418206017291155,0.00569344574057207,190
"QTIM",1040,366,674,NA,NA,15.4,30.11,22.04,1140000,2010000,1470000,"QTIM/ASY_DescriptiveInfo.Rdata",0.351923077,NA,NA,NA,0.647385689497194,0.00116639741126604,1036
"Quinn",54,23,31,NA,NA,7,24,17,1280000,1880000,1570000,"Quinn/ASY_DescriptiveInfo.Rdata",0.425925926,NA,NA,NA,0.405737610691518,0.0204209717804685,52
"SaoPaulo1",69,45,24,NA,NA,17,43,27,787079,1316860,1045415,"SaoPaulo1/ASY_DescriptiveInfo.Rdata",0.652173913,NA,NA,5.3,0.627970380010526,0.01786825968784,66
"SaoPaulo3",85,45,40,NA,NA,18,50,29,1014957,1860720,1465983,"SaoPaulo3/ASY_DescriptiveInfo.Rdata",0.529411765,NA,NA,NA,0.526079564843122,0.0137154199309972,82
"SaudEPIGEN",68,39,29,63,5,18.35,54.11,33.44,920698,2020000,1560000,"SaudEPIGEN/ASY_DescriptiveInfo.Rdata",0.573529412,0.926470588,NA,NA,0.550973388469752,0.0171908333940436,66
"SHIP-2",448,250,198,408,22,31,89,57,1215740,2036700,1573160,"SHIP/SHIP-2/ASY_DescriptiveInfo.Rdata",0.558035714,0.948837209,NA,NA,0.442935513071265,0.000980442798544511,1119
"SHIP-TREND-0",937,528,409,855,36,21,81,51,1166230,2047120,1596805,"SHIP/SHIP-TREND-0/ASY_DescriptiveInfo.Rdata",0.563500534,0.95959596,NA,NA,0.454972276138023,0.000549004918421446,2009
"StenerEOP",47,20,27,44,3,12.01,18.78,16.13,1288205,1880424,1531958,"StenerEOP/ASY_DescriptiveInfo.Rdata",0.425531915,0.936170213,NA,NA,0.701378720337339,0.0283174103334323,43
"UMCG_sample_groenewold",23,6,17,NA,NA,24,66,44,1207950,1816640,1471080,"UMCG_sample_groenewold/ASY_DescriptiveInfo.Rdata",0.260869565,NA,NA,NA,0.567395390785037,0.0580484382371026,19
"1.5T_Adults_Lateralization",20,14,6,NA,NA,18,38,24.5,1084040,1685950,1424395,"Venkat/1.5T_Adults_Lateralization/ASY_DescriptiveInfo.Rdata",0.7,NA,1.5,NA,0.823489055793714,0.0669533556253006,19
"3T_Adults_Lateralization",170,108,62,NA,NA,18,45,26,995985,1710000,1410000,"Venkat/3T_Adults_Lateralization/ASY_DescriptiveInfo.Rdata",0.635294118,NA,3,NA,0.731924448229861,0.00750211064472363,168
"3T_Child_Adolescent_Lateralization",14,7,7,NA,NA,10,18,14,1140000,1670000,1340000,"Venkat/3T_Child_Adolescent_Lateralization/ASY_DescriptiveInfo.Rdata",0.5,NA,3,NA,NA,NA,NA
"Cousijn",40,25,15,37,3,17.66,26.04,21.68,979900,1884780,1481670,"Vermont/Cousijn/ASY_DescriptiveInfo.Rdata",0.625,0.925,NA,NA,0.274307641710761,0.0259405585287615,39
"DStein",63,50,13,63,0,3,53,25,1170000,1860000,1600000,"Vermont/DStein/ASY_DescriptiveInfo.Rdata",0.793650794,1,NA,NA,0.386685098883284,0.0176190603745768,60
"EStein",230,113,117,230,0,18,55,29.5,856579,1829470,1409095,"Vermont/EStein/ASY_DescriptiveInfo.Rdata",0.491304348,1,NA,NA,0.445213180750233,0.00477872777459509,229
"Foxe",22,15,4,NA,NA,20,55,40,875116,1410000,1285000,"Vermont/Foxe/ASY_DescriptiveInfo.Rdata",0.789473684,NA,NA,NA,0.330658908613394,0.052733382846135,19
"Garavan",15,11,4,NA,NA,19,33,22,1230000,1700000,1470000,"Vermont/Garavan/ASY_DescriptiveInfo.Rdata",0.733333333,NA,NA,NA,NA,NA,NA
"London",101,45,56,99,2,18,54,33,1317580,1897910,1578800,"Vermont/London/ASY_DescriptiveInfo.Rdata",0.445544554,0.98019802,NA,NA,0.38858680159847,0.0110876273318378,96
"Luijten",43,27,16,43,0,18,28,22,1267940,1884160,1558980,"Vermont/Luijten/ASY_DescriptiveInfo.Rdata",0.627906977,1,NA,NA,0.107569723142135,0.0271833952072551,36
"Momenan",140,73,67,128,12,21,55,29,880047,1870000,1380000,"Vermont/Momenan/ASY_DescriptiveInfo.Rdata",0.521428571,0.914285714,NA,NA,0.382400448659081,0.00783295658078345,136
"Orr",14,13,1,14,0,14,19,16,1459160,1816790,1654990,"Vermont/Orr/ASY_DescriptiveInfo.Rdata",0.928571429,1,NA,NA,NA,NA,NA
"Ozlem",22,12,11,20,1,17,23,20,1002660,1603610,1363665,"Vermont/Ozlem/ASY_DescriptiveInfo.Rdata",0.52173913,0.952380952,NA,NA,0.570023744797189,0.0505418928181002,22
"Paulus",31,18,13,NA,NA,18,55,37,1205720,1710840,1460350,"Vermont/Paulus/ASY_DescriptiveInfo.Rdata",0.580645161,NA,NA,NA,0.652165118357324,0.0404219890267004,29
"Schmaal",18,18,0,18,0,29,56,43,1443460,1837480,1652215,"Vermont/Schmaal/ASY_DescriptiveInfo_nosex.Rdata",1,1,NA,NA,0.592281608497674,0.0652999306601276,17
"Sinha",131,86,45,115,15,19,50,27,844969,1350000,1090000,"Vermont/Sinha/ASY_DescriptiveInfo.Rdata",0.65648855,0.884615385,NA,NA,0.608543819047467,0.0094813023188035,124
"Sjoerds",20,14,6,17,3,27,68,49.5,1260000,1850000,1565000,"Vermont/Sjoerds/ASY_DescriptiveInfo.Rdata",0.7,0.85,NA,NA,0.257600134571957,0.0516589457332873,19
"VanHolst",24,24,0,24,0,21,53,38.5,1295890,2013820,1674265,"Vermont/VanHolst/ASY_DescriptiveInfo_nosex.Rdata",1,1,NA,NA,0.483109671267717,0.0465290615515084,23
"Yucel",179,116,66,NA,NA,18,55,19,1290000,1990000,1590000,"Vermont/Yucel/ASY_DescriptiveInfo.Rdata",0.637362637,NA,NA,NA,0.61763838919616,0.00672733666612663,176
"Kwon_3T",89,54,35,NA,NA,18,48,25,1190000,1920000,1570000,"YunOCD/Kwon_3T/ASY_DescriptiveInfo.Rdata",0.606741573,NA,3,NA,0.697161043323554,0.0139664804512808,88
"KwonNMC_15T",103,57,46,NA,NA,18,36,24,1200000,1830000,1550000,"YunOCD/KwonNMC_15T/ASY_DescriptiveInfo.Rdata",0.553398058,NA,1.5,NA,0.31343145588227,0.0103873231561212,100
"KwonSNU_15T",45,29,16,NA,NA,18,42,24,1250000,1920000,1560000,"YunOCD/KwonSNU_15T/ASY_DescriptiveInfo.Rdata",0.644444444,NA,1.5,NA,0.408250631147797,0.0240740953092508,44
