"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","MaleProp","RightProp","ScannerField","FSVersion","yi","vi","df"
"ACPU",28,28,0,28,0,9,18,13,1371960,1831540,1602485,"ADHDs/ACPU/ASY_DescriptiveInfo_nosex.Rdata",1,1,NA,NA,0.288241089865644,0.0385756097386469,26
"ADHD-DUB1",41,32,9,32,6,18,49,20,1114260,1958970,1705070,"ADHDs/ADHD-DUB1/ASY_DescriptiveInfo.Rdata",0.780487805,0.842105263,NA,5.3,0.279269553084506,0.0253413595521954,40
"ADHD WUE",57,27,30,52,3,24,61,41,1246860,1925240,1549455,"ADHDs/ADHD WUE/ASY_DescriptiveInfo.Rdata",0.473684211,0.945454545,NA,5.3,-0.401622794707584,0.0216130086922873,49
"ADHD_Rubia1",33,33,0,NA,NA,10,18,14,1304890,1886320,1570545,"ADHDs/ADHD_Rubia1/ASY_DescriptiveInfo_nosex.Rdata",1,NA,NA,5.3,-0.328396915441192,0.0351307422345215,29
"ADHD200_KKI",65,41,28,61,8,8,13,10,1194100,1731530,1483570,"ADHDs/ADHD200_KKI/ASY_DescriptiveInfo.Rdata",0.594202899,0.884057971,NA,5.3,0.22137071076205,0.0165242338030911,61
"ADHD200_NYU",111,55,56,107,3,7,18,12,954388,1865180,1417110,"ADHDs/ADHD200_NYU/ASY_DescriptiveInfo.Rdata",0.495495495,0.972727273,NA,5.3,0.703068079247584,0.0129911704377963,95
"ADHD200_OHSU",63,31,39,NA,NA,7,13,10,1253320,1783890,1472580,"ADHDs/ADHD200_OHSU/ASY_DescriptiveInfo.Rdata",0.442857143,NA,NA,5.3,0.567523803900986,0.0190334694097889,60
"ADHD200_Peking",143,84,59,141,2,8,15,12,1162580,1862900,1494940,"ADHDs/ADHD200_Peking/ASY_DescriptiveInfo.Rdata",0.587412587,0.986013986,3,5.3,0.692280871227175,0.00925094330099648,133
"ADHDKonrad",79,53,26,NA,NA,4,17,10,1176780,1771630,1486775,"ADHDs/ADHDKonrad/ASY_DescriptiveInfo.Rdata",0.670886076,NA,NA,5.3,0.605631855678613,0.0257259776588339,45
"Bergen_adultADHD",43,16,27,36,5,21,41,29,1107430,1837570,1556160,"ADHDs/Bergen_adultADHD/ASY_DescriptiveInfo.Rdata",0.372093023,0.87804878,NA,5.3,-0.16920840904738,0.0241503748296708,41
"Bergen_SVG",28,20,8,25,2,8,12,10,1232950,1822780,1462155,"ADHDs/Bergen_SVG/ASY_DescriptiveInfo.Rdata",0.714285714,0.925925926,NA,5.3,0.435457257490328,0.0405485745018703,26
"CAPS_UZH",36,21,15,33,3,8,18,12.5,1137280,1835190,1576350,"ADHDs/CAPS_UZH/ASY_DescriptiveInfo.Rdata",0.583333333,0.916666667,NA,NA,0.185871410811529,0.0308264875963192,32
"DAT_london",31,31,0,NA,NA,13,19,16,1169200,1506950,1340190,"ADHDs/DAT_london/ASY_DescriptiveInfo_nosex.Rdata",1,NA,NA,5.3,-0.311344827084126,0.0327646187711257,31
